Token	True POS	Predicted POS
course	NN	NN
dividend	NN	NN
yesterday	NN	NN
the	DT	DT
thinking	VBG	VBG
400	CD	CD
will	MD	MD
.	.	.
was	VBD	VBD
a	DT	DT
good	JJ	JJ
,	,	,
city	NN	NN
rules	NNS	NNS
late	JJ	JJ
state	NN	NN
would	MD	MD
.	.	.
for	IN	IN
of	IN	IN
Donaldson	NNP	NNP
cigarette	NN	NNP
still	RB	RB
.	.	.
$	$	$
``	``	``
could	MD	MD
massive	JJ	JJ
cost	NN	NN
Texas	NNP	NNP
,	,	,
engaged	VBN	VBN
executive	JJ	JJ
--	:	:
``	``	``
long	JJ	JJ
the	DT	DT
cartridge	NN	NNP
after	IN	IN
and	CC	CC
share	NN	NN
have	VBP	VBP
about	RB	IN
's	POS	POS
of	IN	IN
,	,	,
badly	RB	RB
by	IN	IN
center	NN	NNP
sales	NNS	NNS
The	DT	DT
the	DT	DT
Hospitals	NNS	NNS
n't	RB	RB
Examiner	NNP	NN
is	VBZ	VBZ
the	DT	DT
gains	NNS	NNS
Confirming	VBG	VBG
is	VBZ	VBZ
,	,	,
thus	RB	RB
Stewart	NNP	NNP
.	.	.
stake	NN	NN
chartered	JJ	JJ
,	,	,
of	IN	IN
Lincoln	NNP	NNP
-RRB-	)	)
Corp.	NNP	NNP
and	CC	CC
hostile	JJ	JJ
to	TO	TO
voters	NNS	NNS
years	NNS	NNS
said	VBD	VBD
comptroller	NN	NN
stock-market	NN	NN
efficient	JJ	JJ
bid	NN	NN
bring	VB	VB
to	TO	TO
million	CD	CD
uncertainty	NN	NN
Chye	NNP	NNP
halved	VBN	VBN
chairman	NN	NN
98	CD	CD
out	IN	IN
,	,	,
%	NN	NN
,	,	,
which	WDT	WDT
early	JJ	JJ
trading	NN	NN
But	CC	CC
of	IN	IN
shampoo	NN	NNP
,	,	,
loss	NN	NN
or	CC	CC
big	JJ	JJ
continue	VB	VB
bring	VB	VB
a	DT	DT
99.85	CD	CD
are	VBP	VBP
associated	VBN	VBN
settlement	NN	NN
.	.	.
vulnerable	JJ	JJ
Co.	NNP	NNP
fares	NNS	NNS
continue	VB	VB
redeemed	VBN	VBN
of	IN	IN
the	DT	DT
for	IN	IN
,	,	,
The	DT	DT
lately	RB	RB
``	``	``
Corp.	NNP	NNP
the	DT	DT
and	CC	CC
a	DT	DT
sends	VBZ	VBZ
a	DT	DT
.	.	.
a	DT	DT
borrowed	VBN	VBN
make	VB	VB
supporters	NNS	NNS
multimillion	JJ	CD
.	.	.
10,000	CD	CD
's	VBZ	POS
.	.	.
''	''	''
of	IN	IN
holders	NNS	NNS
agents	NNS	NNS
and	CC	CC
628	CD	CD
Noriega	NNP	NNP
sour	JJ	VB
Privileged	NNP	JJ
composite	JJ	JJ
household	NN	NN
U.S.	NNP	NNP
terms	NNS	NNS
has	VBZ	VBZ
away	RB	RB
Murai	NNP	NN
years	NNS	NNS
as	RB	IN
one	CD	CD
the	DT	DT
that	IN	IN
.	.	.
35	CD	CD
,	,	,
's	VBZ	POS
million	CD	CD
for	IN	IN
1986	CD	CD
dedicated	VBN	VBN
operations	NNS	NNS
9	CD	CD
walls	NNS	NNS
Friday	NNP	NNP
universal	JJ	JJ
East	JJ	NNP
,	,	,
and	CC	CC
turned	VBD	VBD
Guzman	NNP	NNP
the	DT	DT
$	$	$
furriers	NNS	NNS
beasts	NNS	NNS
who	WP	WP
the	DT	DT
roads	NNS	NNS
it	PRP	PRP
strength	NN	NN
.	.	.
million	CD	CD
force	NN	NN
to	TO	TO
143,178	CD	CD
cowboy	NN	NN
earlier	RBR	RBR
seeing	VBG	VBG
he	PRP	PRP
stop	NN	VB
preliminary	JJ	JJ
and	CC	CC
the	DT	DT
The	DT	DT
urge	NN	VB
Corp.	NNP	NNP
directors	NNS	NNS
shares	NNS	NNS
Kentucky	NNP	NNP
Francisco	NNP	NNP
$	$	$
the	DT	DT
of	IN	IN
,	,	,
at	IN	IN
government	NN	NN
problems	NNS	NNS
and	CC	CC
of	IN	IN
that	IN	IN
is	VBZ	VBZ
2	CD	CD
the	DT	DT
the	DT	DT
East	NNP	NNP
hospitals	NNS	NNS
along	IN	IN
units	NNS	NNS
gave	VBD	VBD
pharmacists	NNS	NNS
be	VB	VB
everything	NN	NN
,	,	,
has	VBZ	VBZ
Independent	NNP	JJ
raising	VBG	VBG
for	IN	IN
at	IN	IN
no	DT	DT
including	VBG	VBG
million	CD	CD
forecast	VBP	NN
blocks	NNS	NNS
of	IN	IN
the	DT	DT
combining	VBG	VBG
the	DT	DT
sooner	RBR	RBR
Stock	NNP	NN
''	''	''
that	IN	IN
older	JJR	JJR
1	CD	CD
the	DT	DT
can	MD	MD
recession	NN	NN
to	TO	TO
%	NN	NN
.	.	.
net	JJ	JJ
pessimism	NN	NN
borrowed	VBN	VBN
Dec.	NNP	NNP
,	,	,
.	.	.
,	,	,
represent	VB	VB
personnel	NNS	NNS
outperformed	VBN	VBN
five-member	JJ	JJ
boosting	VBG	VBG
,	,	,
to	TO	TO
numerous	JJ	JJ
%	NN	NN
Insurance	NNP	NN
Alberta	NNP	NNP
1.59	CD	CD
of	IN	IN
vice	NN	NN
worker	NN	NN
that	IN	IN
But	CC	CC
--	:	:
said	VBD	VBD
1992	CD	CD
Friday	NNP	NNP
at	IN	IN
and	CC	CC
million	CD	CD
1942	CD	CD
the	DT	DT
also	RB	RB
,	,	,
and	CC	CC
working	VBG	VBG
,	,	,
sprinkler	NN	NN
though	IN	IN
a	DT	DT
's	POS	POS
Times	NNP	NNS
However	RB	RB
million	CD	CD
an	DT	DT
the	DT	DT
problems	NNS	NNS
,	,	,
fighter	NN	NN
of	IN	IN
saw	VBD	VBD
computers	NNS	NNS
issues	NNS	NNS
-RRB-	)	)
.	.	.
last	JJ	JJ
stock	NN	NN
,	,	,
Petersburg	NNP	NNP
share	NN	NN
net	JJ	JJ
had	VBD	VBD
think	VB	VBP
threat	NN	NN
began	VBD	VBD
changes	NNS	NNS
that	IN	IN
dropout	NN	NN
to	TO	TO
$	$	$
style	NN	NN
it	PRP	PRP
million	CD	CD
in	IN	IN
.	.	.
23.9	CD	CD
Bear	NNP	VB
668	CD	CD
a	DT	DT
I	PRP	PRP
dropped	VBD	VBD
response	NN	NN
clients	NNS	NNS
Machon	NNP	NNP
$	$	$
York	NNP	NNP
care	NN	NN
from	IN	IN
addition	NN	NN
costs	NNS	NNS
that	IN	IN
blacks	NNS	NNS
the	DT	DT
a	DT	DT
despite	IN	IN
forecasts	VBZ	NNS
highest	JJS	JJS
about	IN	IN
of	IN	IN
firm	NN	NN
the	DT	DT
,	,	,
a	DT	DT
$	$	$
.	.	.
can	MD	MD
But	CC	CC
,	,	,
expect	VB	VBP
much	JJ	JJ
incalculable	JJ	JJ
they	PRP	PRP
came	VBD	VBD
''	''	''
truths	NNS	NNS
stack	VB	NN
''	''	''
inflation	NN	NN
been	VBN	VBN
a	DT	DT
finals	NNS	NNS
Partnership	NNP	NN
and	CC	CC
of	IN	IN
five	CD	CD
blindfolded	VBN	VBD
''	''	''
aftershocks	NNS	NNS
.	.	.
are	VBP	VBP
has	VBZ	VBZ
the	DT	DT
In	IN	IN
the	DT	DT
of	IN	IN
board	NN	NN
.	.	.
Cambridge	NNP	NNP
was	VBD	VBD
been	VBN	VBN
overhead	JJ	NN
's	VBZ	POS
represents	VBZ	VBZ
network	NN	NN
out	IN	IN
,	,	,
accounts	NNS	NNS
that	IN	IN
growth	NN	NN
of	IN	IN
bet	NN	NN
Also	RB	RB
portrait	NN	NN
1.75	CD	CD
the	DT	DT
an	DT	DT
who	WP	WP
that	IN	IN
.	.	.
watt	NN	NN
crude	JJ	NN
be	VB	VB
prices	NNS	NNS
.	.	.
and	CC	CC
%	NN	NN
much	RB	JJ
for	IN	IN
Press	NNP	NN
person	NN	NN
in	IN	IN
as	IN	IN
Wednesday	NNP	NNP
,	,	,
sale	NN	NN
off	IN	IN
of	IN	IN
individuals	NNS	NNS
then	RB	RB
U.S.	NNP	NNP
$	$	$
net	NN	JJ
The	DT	DT
will	MD	MD
as	IN	IN
Way	NN	NN
team	NN	NN
``	``	``
time	NN	NN
benefit-seeking	NN	NN
despite	IN	IN
on	IN	IN
a	DT	DT
Life	NNP	NN
local	JJ	JJ
2	CD	CD
,	,	,
54,000	CD	CD
the	DT	DT
for	IN	IN
of	IN	IN
1981	CD	CD
;	:	:
similar	JJ	JJ
to	TO	TO
''	''	''
want	VBP	VBP
Canadian	JJ	JJ
when	WRB	WRB
Cruz	NNP	NNP
million	CD	CD
start	VB	VB
,	,	,
outlawed	VBN	VBN
mainframe	NN	NN
feel	VB	VB
No.	NN	NN
.	.	.
foot	NN	NNP
to	TO	TO
.	.	.
.	.	.
processed	VBN	VBD
of	IN	IN
them	PRP	PRP
personnel	NNS	NNS
the	DT	DT
largest	JJS	JJS
said	VBD	VBD
average	JJ	JJ
fraud	NN	NN
,	,	,
de	FW	FW
,	,	,
.	.	.
Hutchinson	NNP	NNP
producer	NN	NN
for	IN	IN
telephone	NN	NN
's	VBZ	POS
the	DT	DT
throw	VB	VB
should	MD	MD
for	IN	IN
of	IN	IN
fund-raisers	NNS	NNS
on	IN	IN
a	DT	DT
of	IN	IN
's	POS	POS
asset	NN	NN
as	RB	IN
up	IN	IN
might	MD	MD
group	VBP	NN
win	VB	VB
they	PRP	PRP
Ford	NNP	NNP
we	PRP	PRP
the	DT	DT
unit	NN	NN
Randy	NNP	NNP
for	IN	IN
task	NN	NN
for	IN	IN
now	RB	RB
delay	VB	VB
high	JJ	JJ
into	IN	IN
we	PRP	PRP
said	VBD	VBD
the	DT	DT
.	.	.
said	VBD	VBD
Dan	NNP	NNP
that	DT	IN
has	VBZ	VBZ
problem	NN	NN
was	VBD	VBD
,	,	,
on	IN	IN
workers	NNS	NNS
they	PRP	PRP
for	IN	IN
permission	NN	NN
Street	NNP	NNP
is	VBZ	VBZ
Group	NNP	NN
,	,	,
have	VB	VBP
higher-income	JJ	JJR
in	IN	IN
once	RB	RB
,	,	,
and	CC	CC
As	RB	IN
believes	VBZ	VBZ
with	IN	IN
think	VBP	VBP
,	,	,
airplanes	NNS	NNS
U.S.	NNP	NNP
Inc.	NNP	NNP
to	TO	TO
Calif.	NNP	NNP
prices	NNS	NNS
Fleetwood	NNP	NN
link	NN	NN
already	RB	RB
.	.	.
it	PRP	PRP
said	VBD	VBD
one-sided	JJ	VBN
in	IN	IN
in	IN	IN
by	IN	IN
leader	NN	NN
year	NN	NN
.	.	.
His	PRP$	PRP$
off	IN	IN
Steinhardt	NNP	NNP
rates	NNS	NNS
Business	NN	NN
West	JJ	NNP
Francisco	NNP	NNP
exchange	NN	NNP
in	IN	IN
would	MD	MD
company	NN	NN
do	VBP	VBP
Davis	NNP	NNP
galvanizing	NN	JJ
mundane	JJ	NNP
of	IN	IN
Nope	UH	NNP
a	DT	DT
the	DT	DT
at	IN	IN
,	,	,
7.52	CD	CD
of	IN	IN
the	DT	DT
and	CC	CC
to	TO	TO
agency	NN	NN
.	.	.
25	CD	CD
of	IN	IN
Arthur	NNP	NNP
Mr.	NNP	NNP
shut	VBD	VBN
Dalton	NNP	NNP
manner	NN	NN
His	PRP$	PRP$
1984	CD	CD
But	CC	CC
to	TO	TO
Marshall	NNP	NNP
cites	VBZ	VBZ
Pfizer	NNP	NNP
on	IN	IN
where	WRB	WRB
's	POS	POS
a	DT	DT
not	RB	RB
fireball	NN	NN
work	VB	NN
again	RB	RB
spend	VB	VB
fourth	JJ	JJ
The	DT	DT
million	CD	CD
known	VBN	VBN
Mr.	NNP	NNP
a	DT	DT
says	NNS	VBZ
or	CC	CC
at	IN	IN
cents	NNS	NNS
like	IN	IN
is	VBZ	VBZ
implemented	VBN	VBN
or	CC	CC
error	NN	NN
$	$	$
million	CD	CD
Mr.	NNP	NNP
0.03	CD	CD
the	DT	DT
him	PRP	PRP
a	DT	DT
become	VBN	VB
week	NN	NN
am	VBP	NNP
would	MD	MD
way	NN	NN
''	''	''
contributions	NNS	NNS
out	IN	IN
Workers	NNPS	NNS
Monday	NNP	NNP
exercise	VB	VB
31	CD	CD
stocks	NNS	NNS
President	NNP	NN
UAL	NNP	NNP
He	PRP	PRP
Digital	NNP	NNP
million	CD	CD
a	DT	DT
fell	VBD	VBD
revive	VBP	VB
an	DT	DT
reduce	VB	VB
since	IN	IN
,	,	,
national	JJ	NNP
the	DT	DT
fueled	VBN	VBN
title	NN	NN
.	.	.
.	.	.
.	.	.
Tokyo	NNP	NNP
competition	NN	NN
U.S.	NNP	NNP
in	IN	IN
vote	VB	NN
just	RB	RB
contrived	VBN	VBD
Hanover	NNP	NNP
been	VBN	VBN
According	VBG	VBG
go	VB	VB
of	IN	IN
are	VBP	VBP
and	CC	CC
it	PRP	PRP
11	CD	CD
,	,	,
in	IN	IN
100	CD	CD
or	CC	CC
problem	NN	NN
and	CC	CC
from	IN	IN
``	``	``
.	.	.
board	NN	NN
.	.	.
Hungary	NNP	NNP
junk-bond	NN	NN
other	JJ	JJ
it	PRP	PRP
share	NN	NN
securely	RB	RB
-LCB-	(	(
The	DT	DT
19.93	CD	CD
role	NN	NN
that	IN	IN
less	JJR	JJR
editorial	NN	NN
how	WRB	WRB
%	NN	NN
,	,	,
tremors	NNS	NNS
be	VB	VB
when	WRB	WRB
more	JJR	JJR
prices	VBZ	NNS
.	.	.
disclose	VB	VB
private	JJ	JJ
be	VB	VB
during	IN	IN
quarter	NN	NN
a	DT	DT
At	IN	IN
a	DT	DT
arrived	VBN	VBD
backs	NNS	NNS
are	VBP	VBP
review	NN	VB
quadruples	VBZ	NNS
Tuesday	NNP	NNP
choose	VB	VB
on	IN	IN
point	NN	NN
world	NN	NN
US$	$	$
a	DT	DT
month	NN	NN
the	DT	DT
.	.	.
Smith	NNP	NNP
S	NNP	NNP
67-year-old	NNP	JJ
and	CC	CC
main	JJ	JJ
materialized	VBD	VBN
results	NNS	NNS
confessed	VBD	VBD
been	VBN	VBN
are	VBP	VBP
with	IN	IN
San	NNP	NNP
fluke	NN	NN
114	CD	CD
,	,	,
,	,	,
franchisee	NN	NN
charge	NN	NN
a	DT	DT
that	WDT	IN
about	IN	IN
shares	NNS	NNS
a	DT	DT
than	IN	IN
under	IN	IN
against	IN	IN
$	$	$
on	IN	IN
equivalent	NN	NN
$	$	$
Alfred	NNP	NNP
1.8485	CD	CD
has	VBZ	VBZ
he	PRP	PRP
.	.	.
Mr.	NNP	NNP
family	NN	NN
to	TO	TO
major	JJ	JJ
Mateo	NNP	NNP
unable	JJ	JJ
44	CD	CD
manager	NN	NN
deposits	NNS	NNS
planner	NN	NN
the	DT	DT
We	PRP	PRP
is	VBZ	VBZ
revised	VBN	VBN
searches	NNS	NNS
Mr.	NNP	NNP
one	CD	CD
from	IN	IN
heat	NN	NN
.	.	.
end	NN	NN
they	PRP	PRP
of	IN	IN
about	IN	IN
for	IN	IN
force	NN	NN
``	``	``
of	IN	IN
n't	RB	RB
adding	VBG	VBG
firm	NN	NN
tighten	VB	VBP
provinces	NNS	NNS
the	DT	DT
at	IN	IN
the	DT	DT
625,000	CD	CD
Inc.	NNP	NNP
750,000	CD	CD
the	DT	DT
.	.	.
million	CD	CD
stock	NN	NN
the	DT	DT
USAir	NNP	NNP
%	NN	NN
in	IN	IN
said	VBD	VBD
increased	VBN	VBN
,	,	,
,	,	,
U.S.	NNP	NNP
chief	JJ	JJ
Series	NNP	NNP
lend	VB	VB
the	DT	DT
November	NNP	NNP
year	NN	NN
official	NN	NN
$	$	$
Chief	NNP	JJ
Mexicana	NNP	NNP
.	.	.
Semel	NNP	NNP
's	POS	POS
6.5	CD	CD
the	DT	DT
Have	VB	VBP
family	NN	NN
24	CD	CD
was	VBD	VBD
himself	PRP	PRP
Mae	NNP	NNP
expected	VBN	VBN
the	DT	DT
regulatory	JJ	JJ
way	NN	NN
bribe	NN	VB
prompting	VBG	VBG
loss	NN	NN
like	VB	IN
shipped	VBN	VBN
were	VBD	VBD
interest	NN	NN
soon	RB	RB
it	PRP	PRP
the	DT	DT
sideline	NN	NN
one	CD	CD
-RCB-	)	)
and	CC	CC
Mr.	NNP	NNP
delays	NNS	NNS
low-paid	JJ	JJ
and	CC	CC
Net	JJ	JJ
toddler	NN	NN
in	IN	IN
is	VBZ	VBZ
by	IN	IN
to	TO	TO
bureau	NN	NN
made	VBD	VBN
the	DT	DT
thinly	RB	RB
in	IN	IN
program	NN	NN
.	.	.
of	IN	IN
.	.	.
Commodore	NNP	NNP
incorporated	VBN	VBN
,	,	,
D.	NNP	NNP
Sann	NNP	NNP
will	MD	MD
100	CD	CD
for	IN	IN
region	NN	NN
used	VBN	VBN
make	VB	VB
for	IN	IN
,	,	,
his	PRP$	PRP$
.	.	.
extent	NN	NN
won	VBD	VBD
million	CD	CD
trust	NN	NNP
company	NN	NN
Wolff	NNP	NNP
Bank	NNP	NN
institutional	JJ	JJ
is	VBZ	VBZ
group	NN	NN
Hershhenson	NNP	NNP
financial	JJ	JJ
funds	NNS	NNS
significantly	RB	RB
team	NN	NN
gently	RB	RB
share	NN	NN
.	.	.
and	CC	CC
WHEN	WRB	WRB
It	PRP	PRP
and	CC	CC
standards	NNS	NNS
use	VB	NN
5,088,774	CD	CD
of	IN	IN
verbal	JJ	JJ
,	,	,
Contel	NNP	NNP
As	IN	IN
of	IN	IN
charge	NN	NN
of	IN	IN
fiscal-third	JJ	JJ
.	.	.
dollars	NNS	NNS
corporations	NNS	NNS
also	RB	RB
Manhattan	NNP	NNP
targeted	VBN	VBN
will	MD	MD
more	JJR	JJR
make	VB	VB
,	,	,
1	CD	CD
would	MD	MD
revenue	NN	NN
to	TO	TO
notes	NNS	NNS
At	IN	IN
and	CC	CC
about	IN	IN
all	PDT	DT
that	WDT	IN
a	DT	DT
But	CC	CC
We	PRP	PRP
a	DT	DT
to	TO	TO
're	VBP	VBP
improved	VBN	VBN
,	,	,
debt	NN	NN
11\/16	CD	CD
year	NN	NN
Boston	NNP	NNP
to	TO	TO
SNET	NNP	NNP
of	IN	IN
that	IN	IN
Air	NNP	NNP
difficult	JJ	JJ
's	POS	POS
$	$	$
area	NN	NN
team-management	NN	NN
permanent	JJ	JJ
,	,	,
to	TO	TO
For	IN	IN
engaged	VBN	VBN
they	PRP	PRP
spokeswoman	NN	NN
,	,	,
,	,	,
agencies	NNS	NNS
was	VBD	VBD
not	RB	RB
head	NN	NN
the	DT	DT
models	NNS	NNS
.	.	.
new	JJ	JJ
an	DT	DT
,	,	,
bought	VBN	VBD
rows	NNS	VBZ
a	DT	DT
.	.	.
wonder	NN	VBP
same	JJ	JJ
22.9	CD	CD
this	DT	DT
buyers	NNS	NNS
livestock-dealing	JJ	JJ
than	IN	IN
Grossman	NNP	NNP
will	MD	MD
outsell	VB	JJ
's	POS	POS
and	CC	CC
of	IN	IN
serious	JJ	JJ
in	IN	IN
contest	NN	NN
spend	VBP	VB
of	IN	IN
the	DT	DT
Corp.	NNP	NNP
announcements	NNS	NNS
Embarcadero	NNP	NNP
Fund	NNP	NN
Line	NNP	NN
The	DT	DT
.	.	.
from	IN	IN
recession	NN	NN
financier	NN	NN
``	``	``
amounted	VBD	VBN
66	CD	CD
In	IN	IN
If	IN	IN
its	PRP$	PRP$
of	IN	IN
``	``	``
in	IN	IN
the	DT	DT
dozen	NN	NN
executive	JJ	JJ
which	WDT	WDT
established	VBD	VBN
nearly	RB	RB
exchange	NN	NNP
Mr.	NNP	NNP
reminded	VBD	VBD
actual	JJ	JJ
us	PRP	PRP
percentage	NN	NN
study	NN	NN
Illinois	NNP	NNP
of	IN	IN
1\/8	CD	CD
term	NN	NN
week	NN	NN
from	IN	IN
precise	JJ	JJ
part	NN	NN
William	NNP	NNP
300	CD	CD
sold	VBD	VBN
witnessing	VBG	VBG
&	CC	CC
Lawyers	NNS	NNS
took	VBD	VBD
had	VBD	VBD
the	DT	DT
for	IN	IN
the	DT	DT
one	CD	CD
for	IN	IN
than	IN	IN
,	,	,
Chao	NNP	NN
Helmsley	NNP	NNP
the	DT	DT
brokerage	NN	NN
they	PRP	PRP
special	JJ	JJ
so	IN	RB
moves	NNS	NNS
3	CD	CD
.	.	.
Alto	NNP	NNP
Mexico	NNP	NNP
is	VBZ	VBZ
Cypress	NNP	NNP
owes	VBZ	VBZ
and	CC	CC
with	IN	IN
there	EX	EX
.	.	.
the	DT	DT
Journal	NNP	NNP
,	,	,
deployed	VBN	VBD
XR4Ti	NNP	NNP
carried	VBD	VBN
blacks	NNS	NNS
earnings	NNS	NNS
.	.	.
March	NNP	NNP
nosedive	NN	NN
about	IN	IN
and	CC	CC
from	IN	IN
sell	VB	VB
7	CD	CD
of	IN	IN
Air	NNP	NNP
$	$	$
Chicago	NNP	NNP
contest	NN	NN
In	IN	IN
occur	VBP	VB
far	RB	RB
viaducts	NNS	NNS
Tuesday	NNP	NNP
at	IN	IN
150	CD	CD
''	''	''
trivia	NNS	NNP
.	.	.
tracked	VBN	VBN
Reserve	NNP	NNP
a	DT	DT
because	IN	IN
57	CD	CD
New	NNP	JJ
,	,	,
to	TO	TO
with	IN	IN
his	PRP$	PRP$
yield	VB	NN
and	CC	CC
handle	VB	VB
enjoys	VBZ	VBZ
,	,	,
offered	VBD	VBN
billion	CD	CD
's	VBZ	POS
to	TO	TO
finance	NN	NN
also	RB	RB
after	IN	IN
of	IN	IN
composite	JJ	JJ
Times	NNP	NNS
bank	NN	NN
were	VBD	VBD
own	JJ	JJ
of	IN	IN
obviously	RB	RB
across	IN	IN
125	CD	CD
Volland	NNP	NN
bankruptcy	NN	NN
against	IN	IN
,	,	,
percentage	NN	NN
does	VBZ	VBZ
shouting	VBG	VBG
computer	NN	NN
.	.	.
.	.	.
48	CD	CD
a	DT	DT
unit	NN	NN
.	.	.
million	CD	CD
surge	NN	NN
trades	NNS	NNS
PARTNERS	NNP	NNS
%	NN	NN
the	DT	DT
n't	RB	RB
immediately	RB	RB
in	IN	IN
filing	NN	NN
have	VBP	VBP
its	PRP$	PRP$
to	TO	TO
they	PRP	PRP
last	JJ	JJ
,	,	,
,	,	,
up	IN	IN
as	IN	IN
business	NN	NN
Ms.	NNP	NNP
refused	VBN	VBD
so	RB	RB
common	NN	JJ
''	''	''
consultants	NNS	NNS
Cruz	NNP	NNP
in	IN	IN
executive	JJ	JJ
.	.	.
than	IN	IN
income	NN	NN
The	DT	DT
government	NN	NN
As	IN	IN
.	.	.
the	DT	DT
putting	VBG	VBG
from	IN	IN
narrow	JJ	JJ
be	VB	VB
night	NN	NN
much	RB	JJ
filing	NN	NN
Candlestick	NNP	NNP
,	,	,
quite	RB	RB
70	CD	CD
from	IN	IN
representing	VBG	VBG
interest	NN	NN
left	VBN	VBN
with	IN	IN
.	.	.
.	.	.
1980	CD	CD
regional	JJ	JJ
discount	NN	NN
You	PRP	PRP
if	IN	IN
,	,	,
also	RB	RB
The	DT	DT
for	IN	IN
an	DT	DT
since	IN	IN
,	,	,
Conner	NNP	NNP
when	WRB	WRB
as	RB	IN
Nicaragua	NNP	NNP
some	DT	DT
``	``	``
year	NN	NN
Increasingly	RB	RB
of	IN	IN
.	.	.
his	PRP$	PRP$
and	CC	CC
half	NN	NN
So	RB	RB
members	NNS	NNS
to	TO	TO
third-quarter	JJ	JJ
a	DT	DT
that	IN	IN
core	NN	NN
,	,	,
''	''	''
treatment	NN	NN
Viacom	NNP	NNP
protected	VBN	VBN
weekly	JJ	JJ
bidder	NN	NN
.	.	.
everything	NN	NN
published	VBN	VBN
the	DT	DT
government	NN	NN
to	TO	TO
affidavit	NN	NN
of	IN	IN
largest	JJS	JJS
inflation	NN	NN
As	IN	IN
a	DT	DT
of	IN	IN
toward	IN	IN
190.125	CD	CD
in	IN	IN
in	IN	IN
Erich	NNP	NNP
imprison	VB	NN
Roger	NNP	NNP
would	MD	MD
in	IN	IN
and	CC	CC
,	,	,
plateau	NN	NNP
''	''	''
to	TO	TO
plate	NN	VB
no	DT	DT
IS	VBZ	VBZ
Enforcement	NNP	NN
the	DT	DT
firm	NN	NN
impending	JJ	JJ
theory	NN	NN
.	.	.
massive	JJ	JJ
compromise	NN	NN
the	DT	DT
version	NN	NN
.	.	.
third	JJ	JJ
elections	NNS	NNS
provide	VB	VB
''	''	''
the	DT	DT
.	.	.
battle	NN	NN
longer	RB	RB
through	IN	IN
agency	NN	NN
much	JJ	JJ
the	DT	DT
predicts	VBZ	VBZ
audited	VBN	VBD
16,000	CD	CD
require	VB	VB
an	DT	DT
states	NNS	NNS
n't	RB	RB
asset	NN	NN
a	DT	DT
fair	JJ	JJ
.	.	.
has	VBZ	VBZ
in	IN	IN
to	TO	TO
of	IN	IN
estimated	VBD	VBN
benefits	NNS	NNS
the	DT	DT
.	.	.
he	PRP	PRP
.	.	.
.	.	.
Inc.	NNP	NNP
to	TO	TO
.	.	.
$	$	$
of	IN	IN
Corp.	NNP	NNP
.	.	.
when	WRB	WRB
Harris	NNP	NNP
executives	NNS	NNS
.	.	.
UAL	NNP	NNP
years	NNS	NNS
.	.	.
feel	VBP	VB
52-week	JJ	JJ
a	DT	DT
buy	VB	VB
with	IN	IN
people	NNS	NNS
trying	VBG	VBG
Development	NNP	NN
companies	NNS	NNS
7.82	CD	CD
getting	VBG	VBG
stocks	NNS	NNS
has	VBZ	VBZ
year	NN	NN
Society	NNP	NN
and	CC	CC
to	TO	TO
egalitarianism	NN	NN
sometimes	RB	RB
savings	NNS	NNS
destroyed	VBN	VBN
be	VB	VB
and	CC	CC
York	NNP	NNP
Monday	NNP	NNP
suit	NN	NN
to	TO	TO
sold	VBN	VBN
For	IN	IN
The	DT	DT
to	TO	TO
's	POS	POS
the	DT	DT
wo	MD	MD
the	DT	DT
earned	VBD	VBD
allergy	NN	NNP
10	CD	CD
,	,	,
.	.	.
quarter	NN	NN
U.S.	NNP	NNP
out	IN	IN
using	VBG	VBG
a	DT	DT
additional	JJ	JJ
operating	VBG	VBG
.	.	.
airlines	NNS	NNPS
television	NN	NN
was	VBD	VBD
he	PRP	PRP
fruition	NN	NN
Nicaragua	NNP	NNP
potential	JJ	JJ
for	IN	IN
,	,	,
newsletter	NN	NN
,	,	,
of	IN	IN
to	TO	TO
that	WDT	IN
true	JJ	JJ
on	IN	IN
lenders	NNS	NNS
essential	JJ	JJ
to	TO	TO
rise	VB	NN
in	IN	IN
had	VBD	VBD
of	IN	IN
Motors	NNPS	NNPS
ask	VB	VB
of	IN	IN
at	IN	IN
is	VBZ	VBZ
had	VBD	VBD
.	.	.
have	VBP	VBP
36.6	CD	CD
Journal	NNP	NNP
13.35	CD	CD
The	DT	DT
studio	NN	NN
charges	NNS	NNS
That	DT	IN
acknowledged	VBD	VBD
,	,	,
platinum	NN	NN
interest	NN	NN
letter	NN	NN
British	NNP	JJ
product	NN	NN
moderately	RB	RB
.	.	.
holders	NNS	NNS
their	PRP$	PRP$
water	NN	NN
they	PRP	PRP
more	JJR	JJR
Universal	NNP	JJ
a	DT	DT
Most	JJS	RBS
for	IN	IN
will	MD	MD
dealership	NN	NN
confirmed	VBN	VBD
Maynard	NNP	NNP
of	IN	IN
threatening	VBG	VBG
net	JJ	JJ
stake	NN	NN
requested	VBN	VBD
one	CD	CD
course	NN	NN
years	NNS	NNS
boost	NN	VB
group	NN	NN
subsidiary	NN	NN
10	CD	CD
is	VBZ	VBZ
no	RB	DT
Monday	NNP	NNP
machines	NNS	NNS
some	DT	DT
abortion	NN	NN
for	IN	IN
them	PRP	PRP
Day	NNP	NN
a	DT	DT
But	CC	CC
second	JJ	JJ
much	NN	JJ
But	CC	CC
include	VB	VBP
her	PRP$	PRP$
Mr.	NNP	NNP
cut	NN	VB
is	VBZ	VBZ
White	NNP	NNP
without	IN	IN
West	NNP	NNP
,	,	,
